Winery,Wine Name,Vintage,Appellation,Country,Class Nam,Price,Medal
Laetitia,Reserve du Domaine Pinot Noir,2019,Arroyo Grande Valley,USA,Pinot Noir,44,G
Laetitia,Récoltant Manipulant Brut Rosé,NV,Arroyo Grande Valley,USA,Rosé,25,G
Laetitia,Récoltant Manipulant Brut Cuvée,NV,Arroyo Grande Valley,USA,Brut (less than 12 g/l),25,S
Lake Chelan Winery,LCW Malbec,2018,Columbia valley,USA,Malbec,45,G
Lake Chelan Winery,M11 Premium Bordeaux Blend,2018,Columbia Valley,USA,Premium Bordeaux Blend >$25,65,G
Lake Chelan Winery,Stormy Mountain Red Blend,2019,Lake Chelan,USA,Premium Non- Bordeaux Blends>$25,30,S
LANGETWINS Winery,Barbera,2018,Lodi,USA,Barbera,32,B
LANGETWINS Winery,Chardonnay,2019,Clarksburg,USA,Chardonnay,24,B
LANGETWINS Winery,Centennial Old Vine Zinfandel,2017,Lodi,USA,Zinfandel,60,B
LANGETWINS Winery,Cabernet Sauvignon,2018,Lodi,USA,Cabernet Sauvignon,32,S
LANGETWINS Winery,Chenin Blanc,2020,Clarksburg,USA,Chenin Blanc .7% or below,22,S
LANGETWINS Winery,Nero D'Avola,2018,Lodi,USA,Other Italian Reds,32,S
Latah Creek Wine Cellars,Malbec,2018,Ancient Lakes of Columbia Valley,USA,Malbec,17,B
Latah Creek Wine Cellars,Orange Muscat,2020,Yakima Valley,USA,Muscat,16,S
Latah Creek Wine Cellars,Reserve Red Blend,NV,Columbia Valley,USA,Non-Bordeaux Blend<$25,22,S
Latah Creek Wine Cellars,White Blend,2020,Columbia Valley,USA,Other Chardonnay Blend,15,S
Latah Creek Wine Cellars,Riesling,2020,Ancient Lakes of Columbia Valley,USA,Riesling 2% or above,12,S
Latah Creek Wine Cellars,Malbec Rose,2019,Ancient Lakes of Columbia Valley,USA,Varietal Rosé,14,S
LATERAL,Organic Grape Premium Bordeaux Blend,2018,Napa Valley,USA,Premium Bordeaux Blend >$25,50,G
Laurel Glen Vineyard,Counterpoint Cabernet Sauvignon,2018,Sonoma Mountain,USA,Cabernet Sauvignon,55,GG
Laurentia Vineyard and Winery,Estate Cabernet Franc,2019,Grand River Valley,USA,Cabernet Franc,42,B
Laurentia Vineyard and Winery,Estate Cabernet Sauvignon,2019,Grand River Valley,USA,Cabernet Sauvignon,50,B
Laurentia Vineyard and Winery,Estate Chardonnay,2019,Grand River Valley,USA,Chardonnay,32,B
Laurentia Vineyard and Winery,Estate Gewürztraminer,2020,Grand River Valley,USA,Gewürztraminer,24,B
Laurentia Vineyard and Winery,Estate Riesling,2020,Grand River Valley,USA,Riesling .7% or below,25,B
Laurentia Vineyard and Winery,Estate Merlot,2019,Grand River Valley,USA,Merlot,40,S
Lava Cap Winery,Cabernet Sauvignon,2019,Sierra Foot Hills,USA,Cabernet Sauvignon,32,G
Lava Cap Winery,Barbera,2019,Sierra Foot Hills,USA,Barbera,24,S
Lava Cap Winery,Chardonnay,2019,Sierra Foot Hills,USA,Chardonnay,24,S
Lawer Estates,Chardonnay,2019,Knight's Valley| Sonoma County,USA,Chardonnay,36,S
Lawer Estates,Petite Sirah,2016,Knight's Valley| Sonoma County,USA,Petite Sirah,32,S
Lawer Estates,Syrah,2017,Knight's Valley| Sonoma County,USA,Syrah / Shiraz,42,S
Lawson's Dry Hills,Sauvignon Blanc,2020,Marlborough,New Zealand,Sauvignon Blanc,17,B
Lawson's Dry Hills,Gewürztraminer,2018,Marlborough,New Zealand,Gewürztraminer 6% or above,17,S
Lawson's Dry Hills,Pinot Gris,2019,Marlborough,New Zealand,Pinot Gris/ Pinot Grigio,17,S
Lazy Breeze,Sauvignon Blanc,2020,California,USA,Sauvignon Blanc,18,B
Le Chemin Du Roi,Champagne Castelnan Brut,NV,Champagne,France,Brut (less than 12 g/l),169,G
Le Chemin Du Roi,Champagne Castelnan Brut Rosé,NV,Champagne,France,Rosé,325,S
Le Grand Noir,Rosé,2020,Minervois| Languedoc-Roussillon| Pays d'Oc,France,Rosé,11,B
Le Grand Noir,Les Deux Aristos Cabernet Sauvignon,2019,Minervois| Languedoc-Roussillon| Pays d'Oc,France,Cabernet Sauvignon,11,S
Le Grand Noir,Chardonnay,2020,Languedoc-Roussillon Pays d'Oc,France,Chardonnay,11,S
Le Grand Noir,Pinot Noir,2020,Minervois| Languedoc-Roussillon| Pays d'Oc,France,Pinot Noir,11,S
Le Grand Noir,GSM,2019,Minervois| Languedoc-Roussillon| Pays d'Oc,France,Red Rhône Blend,11,S
Ledson Winery '&' Vineyards,Cabernet Sauvignon,2018,Sonoma Valley,USA,Cabernet Sauvignon,96,S
Ledson Winery '&' Vineyards,Bellisimo Red Wine,2018,Sonoma Valley,USA,Premium Bordeaux Blend >$25,94,S
Ledson Winery '&' Vineyards,Vin De l'Amour Red Wine,2018,Sonoma Valley,USA,Red Rhône Blend,54,S
Leefield Station,Chardonnay,2019,Marlborough,New Zealand,Chardonnay,15,S
Les Hauts de Lagarde,Vegan Certified Red WINE,2020,AOC Bordeaux Rouge,France,Organic Wine,15,B
Les Hauts de Lagarde,Vegan certified White WINE,2020,AOC Bordeaux Blanc,France,Organic Wine,15,G
Les Hauts de Lagarde,Vegan certified Rosé,2020,AOC Bordeaux Rosé,France,Organic Wine,15,S
Lievland Vineyards,Chenin Blanc,2020,Paarl,South Africa,Chenin Blanc .71% or above,19,B
Lifevine,Pinot Noir,2020,Willamette Valley,USA,Pinot Noir,22,B
Lifevine,Blanc de Blancs,2020,Willamette Valley,USA,Blanc de Blanc,22,S
Lillet,Blanc,2021,Bordeaux,France,Apéritif,20,G
Lillet,Rosé,2021,Bordeaux,France,Apéritif,20,G
Lillet,Rouge,2021,Bordeaux,France,Apéritif,20,S
Lily '&' Oliver,Merlot,2018,Columbia Valley,USA,Merlot,21,B
Lindsay Creek Vineyards,Malbec,2015,Washington,USA,Malbec,24,B
Lindsay Creek Vineyards,Petite Sirah,2016,Washington,USA,Petite Sirah,28,B
Lindsay Creek Vineyards,Cabernet Franc,2015,Washington,USA,Cabernet Franc,36,S
Line 39,Pinot Grigio,2020,California,USA,Pinot Gris/ Pinot Grigio,11,B
Line 39,Chardonnay,2020,California,USA,Chardonnay,15,G
Line 39,Petite Sirah,2019,California,USA,Petite Sirah,11,G
Line 39,Pinot Noir,2019,California,USA,Pinot Noir,11,G
Line 39,Cabernet Sauvignon,2020,California,USA,Cabernet Sauvignon,11,S
Line 39,Chardonnay,2020,California,USA,Chardonnay,11,S
Line 39,Merlot,2018,California,USA,Merlot,11,S
Line 39,Excursion Red Blend,2019,California,USA,Red Rhône Blend,11,S
Line 39,Rosé,2020,California,USA,Rosé,11,S
Little Giant,Cabernet Sauvignon,2018,Coonawarra,Australia,Cabernet Sauvignon,24,B
Little Giant,Little Batch Red Blend,2021,Barossa,Australia,Non-Bordeaux Blend<$25,20,B
Little Giant,Grenache,2021,McLaren Vale,Australia,Grenache,16,G
Little Giant,Shiraz,2018,Barossa,Australia,Syrah / Shiraz,24,S
Little Giant,Shiraz,2019,Barossa,Australia,Syrah / Shiraz,16,S
Llano Estacado Winery,Signature Series Unoaked Chardonnay,2020,Texas,USA,Chardonnay,12,B
Llano Estacado Winery,Moscato,2020,Texas,USA,Muscat,12,B
Llano Estacado Winery,Tempranillo,2018,Texas,USA,Tempranillo,14,G
Llano Estacado Winery,Cabernet Sauvignon,2018,Texas,USA,Cabernet Sauvignon,14,S
Lockwood,Cabernet Sauvignon,2020,Paso Robles,USA,Cabernet Sauvignon,15,B
Lockwood,Pinot Noir,2020,Central Coast,USA,Pinot Noir,15,B
Lockwood,Chardonnay,2020,Central Coast,USA,Chardonnay,15,S
Long Valley Ranch,Chardonnay,2019,Monterey County,USA,Chardonnay,18,S
Longhorn Cellars,Estate Mourvèdre,2019,Texas Hill Country,USA,Mourvèdre,26,B
Longhorn Cellars,Estate Nero D'Avola,2019,Texas Hill Country,USA,Other Italian Reds,60,B
Longhorn Cellars,Tannat,2017,Texas Hill Country,USA,Other Red Varietal,26,B
Longhorn Cellars,Estate Petit Verdot,2019,Texas High Plains,USA,Petit Verdot,65,B
Longhorn Cellars,Estate Petite Sirah,2019,Texas Hill Country,USA,Petite Sirah,30,B
Longhorn Cellars,Estate Malbec,2019,Texas Hill Country,USA,Malbec,34,S
Longhorn Cellars,Estate Aglianico,2019,Texas Hill Country,USA,Other Italian Reds,30,S
Longhorn Cellars,Triple M Premium Red Blend,2018,Texas Hill Country,USA,Premium Non- Bordeaux Blends>$25,28,S
Longhorn Cellars,Estate Tempranillo,2019,Texas Hill Country,USA,Tempranillo,34,S
Los Robles Hills Winery,SVA Private Label Merlot,2019,Malibu Coast,USA,Merlot,42,B
Los Viajeros,Malbec,2019,Tehachapi Mountain,USA,Malbec,40,S
Lost Creek Winery,Barrel Select Chardonnay,2020,Loudoun County| VA,USA,Chardonnay,35,B
Lost Creek Winery,Allure Premium Bordeaux Blend,2017,Loudoun County| VA,USA,Premium Bordeaux Blend >$25,55,B
Lost Creek Winery,Trinity Premium Bordeaux Blend,2019,Loudoun County| VA,USA,Premium Bordeaux Blend >$25,42,B
Lost Creek Winery,Viognier,2020,Loudoun County| VA,USA,Viognier,29,B
Lost Creek Winery,Allure Premium Bordeaux Blend,2019,Loudoun County| VA,USA,Premium Bordeaux Blend >$25,55,G
Lost Creek Winery,Genesis Premium Bordeaux Blend,2019`,Loudoun County| VA,USA,Premium Bordeaux Blend >$25,44,S
Lost Eden,Saperavi,2018,Kakhetian Region,Georgia,Other Red Varietal,19,S
Lost Hog,Cabernet Sauvignon,2019,Lake County,USA,Cabernet Sauvignon,18,S
Lost Oak Winery,Cabernet Sauvignon,2019,Texas High Plains,USA,Cabernet Sauvignon,34,B
Lost Oak Winery,Estate White Blend,2020,Texas,USA,Hybrid White Blend,21,B
Lost Oak Winery,Mourvèdre,2019,Texas High Plains,USA,Mourvèdre,30,B
Lost Oak Winery,Orange Muscat,2020,Texas High Plains,USA,Muscat,21,B
Lost Oak Winery,Petit Verdot,2019,Texas,USA,Petit Verdot,33,B
Lost Oak Winery,Premium Bordeaux Blend,2019,Texas,USA,Premium Bordeaux Blend >$25,34,B
Lost Oak Winery,Reserve Shiraz,NV,Texas,USA,Syrah / Shiraz,40,B
Lost Oak Winery,Reserve Viognier,2019,Texas High Plains,USA,Viognier,17,B
Lost Oak Winery,Montepulciano,2019,Texas High Plains,USA,Other Italian Reds,30,S
Lost Peak,Cabernet Sauvignon,2019,Columbia Valley,USA,Cabernet Sauvignon,20,S
Louis Bernard,Red Blend,2018,Côtes-du-Rhône Villages,France,Red Rhône Blend,14,B
Louis Bernard,Red Blend,2017,Côtes-du-Rhône,France,Red Rhône Blend,13,G
Louis Bernard,Red Blend,2018,Gigondas,France,Red Rhône Blend,40,S
Louis Bernard,Organic Red Blend,2018,Côtes-du-Rhône,France,Red Rhône Blend,15,S
Louis M. Martini Winery,Cabernet Sauvignon,2018,Sonoma,USA,Cabernet Sauvignon,23,B
Louis M. Martini Winery,Cabernet Sauvignon,2018,Alexander Valley,USA,Cabernet Sauvignon,38,G
Louis M. Martini Winery,Cabernet Sauvignon,2018,Napa,USA,Cabernet Sauvignon,42,GG
Luc Belaire,Luxe Demi-Sec,NV,Burgundy,France,Demi-Sec (32-50 g/l),30,B
Luc Belaire,Rosé Sparkling Rosé,NV,Provence-Alpes-Cote d'Azur,France,Rosé,30,B
Luc Belaire,Bleu Sec,NV,Provence-Alpes-Cote d'Azur,France,Sec (17-32 g/l),30,B
Luc Belaire,Gold Brut,NV,Burgundy,France,Brut (less than 12 g/l),30,S
Luc Belaire,Luxe Sparkling Rosé,NV,Provence-Alpes-Cote d'Azur,France,Rosé,30,S
Luccio,Berry Moscato,NV,Pavia,Italy,Fruit Flavored,12,B
Luccio,Peach Moscato,NV,Pavia,Italy,Fruit Flavored,12,B
Luccio,Blueberry Moscato,NV,Pavia,Italy,Fruit Flavored,12,S
Luccio,Moscato Bianco di Canelli,2020,Asti| Piedmont| DOCG,Italy,Muscat,12,S
Lucky Rock Wine Co.,County Cuvee Sauvignon Blanc,2020,Sonoma County,USA,Sauvignon Blanc,17,B
Lucky Rock Wine Co.,County Cuvee Pinot Noir,2019,California,USA,Pinot Noir,22,S
Ludwig Winery,pozdní sběr 30 Ryzlink Rýnský/Aurelius,2020,Velkopavlovická,Czech Republic,Other White Blend .71% or above,6,B
Ludwig Winery,zemské Sylvánské zelené,2020,Velkopavlovická,Czech Republic,Other White Varietal .7% or below,3,B
Ludwig Winery,výběr z hroznů Culinary Pálava,2020,Mikulovská,Czech Republic,Other White Varietal .71% or above,6,B
Ludwig Winery,pozdní sběr 30 Andre Rosé,2020,Mikulovská,Czech Republic,Varietal Rosé,6,B
Ludwig Winery,zemské Modry Portugal Rosé,2020,Velkopavlovická,Czech Republic,Varietal Rosé,3,B
Ludwig Winery,pozdní sběr 30 Cabernet Moravia,2020,Velkopavlovická,Czech Republic,Hybrid Red Varietal,6,S
Luma Chequén,Gran Reserva Cabernet Sauvignon,2019,D.O. Maule,Chile,Cabernet Sauvignon,17,B
Luma Chequén,Gran Reserva Carmenère,2019,D.O. Maule,Chile,Carmenère,17,B
Luma Chequén,Gran Reserva Red Blend,2019,D.O. Maule,Chile,Non-Bordeaux Blend<$25,17,B
Lustrum,Red Blend,2017,Paso Robles,USA,Non-Bordeaux Blend<$25,24,S
Lyeth Estates,Red Blend,2019,California,USA,Non-Bordeaux Blend<$25,14,B
M. Coz,PureCru Premium Bordeaux Blend,2017,Napa Valley,USA,Premium Bordeaux Blend >$25,125,S
MacMurray Estate,Pinot Noir,2018,Russian River Valley,USA,Pinot Noir,30,B
MacMurray Estate,Pinot Noir,2018,Central Coast,USA,Pinot Noir,23,S
Maddalena Vineyard,Chardonnay,2018,Monterey,USA,Chardonnay,17,B
Maddalena Vineyard,Estate Reserve Cabernet Sauvignon,2019,Paso Robles,USA,Cabernet Sauvignon,22,GG
Maggie Malick Wine Caves,Tannat,2019,Loudoun County| Virginia,USA,Other Red Varietal,40,B
Maggie Malick Wine Caves,Petit Verdot,2019,Loudoun County| Virginia,USA,Petit Verdot,35,B
Maggie Malick Wine Caves,Mag's Leap Premium Red Blend,2019,Loudoun County| Virginia,USA,Premium Non- Bordeaux Blends>$25,40,B
Maggie Malick Wine Caves,Fortissimo Premium Red Blend,2019,Loudoun County| Virginia,USA,Premium Non- Bordeaux Blends>$25,38,B
Maggie Malick Wine Caves,Rosé,2020,Loudoun County| Virginia,USA,Varietal Rosé,28,B
Maggie Malick Wine Caves,Viognier,2020,Loudoun County| Virginia,USA,Viognier,29,B
Maggie Malick Wine Caves,Sauvignon Blanc,2020,Loudoun County| Virginia,USA,Sauvignon Blanc,26,G
Maggie Malick Wine Caves,Albariño,2020,Loudoun County| Virginia,USA,Spanish / Argentine/ Portugese White Varietals,29,G
Maggie Malick Wine Caves,Reserva Albariño,2020,Loudoun County| Virginia,USA,Spanish / Argentine/ Portugese White Varietals,32,G
Maggie Malick Wine Caves,Tango Petit Verdot Port,2019,Loudoun County| Virginia,USA,Varietal Port,42,G
Maggie Malick Wine Caves,Unoaked Chardonnay,2020,Loudoun County| Virginia,USA,Chardonnay,26,S
Maggie Malick Wine Caves,Dry Petit Manseng,2020,Loudoun County| Virginia,USA,Other White Varietal .7% or below,29,S
Maggie Malick Wine Caves,TnT Premium Red Blend,2019,Loudoun County| Virginia,USA,Premium Non- Bordeaux Blends>$25,40,S
Maggio,Estate Grown Petite Sirah,2020,Lodi,USA,Petite Sirah,12,B
Main '&' Geary,Pinot Grigio,2020,California,USA,Pinot Gris/ Pinot Grigio,20,B
Main '&' Geary,Cabernet Sauvignon,2019,Central Coast,USA,Cabernet Sauvignon,20,S
Main '&' Geary,Chardonnay,2019,Sonoma County,USA,Chardonnay,20,S
Main '&' Geary,Sauvignon Blanc,2020,Central Coast,USA,Sauvignon Blanc,20,S
Malm Cellars,Reserve Cabernet Sauvignon,2016,Napa Valley,USA,Cabernet Sauvignon,50,G
Malm Cellars,Pinot Noir,2019,Russian River Valley,USA,Pinot Noir,20,G
MAN Family Wines,Chardonnay,2020,W.O. Coastal Region,South Africa,Chardonnay,12,B
MAN Family Wines,Free Run Steen Chenin Blanc,2021,Agter-Paarl,South Africa,Chenin Blanc .71% or above,12,G
MAN Family Wines,Bosstok Pinotage,2019,W.O. Coastal Region,South Africa,Pinotage,12,G
MAN Family Wines,Oukalant Cabernet Sauvignon,2020,W.O Coastal Region,South Africa,Cabernet Sauvignon,12,S
MandraRossa,Secco Costadune Zibibbo,2020,Sicilia IGT,Italy,Italian White Varietal,18,G
MandraRossa,Costadune Frappato,2020,Sicilia IGT,Italy,Other Italian Reds,18,G
MandraRossa,Costadune Grillo,2020,Sicilia DOC,Italy,Italian White Varietal,12,GG
MandraRossa,Costadune Nero d'Avola,2020,Sicilia DOC,Italy,Other Italian Reds,12,S
Marchesi Vineyards,Eridano Cabernet Sauvignon,2019,Columbia Valley,USA,Cabernet Sauvignon,45,G
Marchesi Vineyards,Sangiovese,2019,Columbia Valley,USA,Sangiovese,36,G
Marchesi Vineyards,Nebbiolo,2019,Columbia Valley,USA,Nebbiolo (Barbaresco| Barolo),45,S
Marisco Vineyards,Leefield Station Sauvignon Blanc,2021,Marlborough,New Zealand,Sauvignon Blanc,15,B
Marisco Vineyards,The King's Desire Pinot Noir Rosé,2020,Marlborough,New Zealand,Varietal Rosé,22,B
Marisco Vineyards,Leefield Station Pinot Noir,2019,Marlborough,New Zealand,Pinot Noir,20,G
Marisco Vineyards,The King's Bastard Chardonnay,2020,Marlborough,New Zealand,Chardonnay,22,S
Marisco Vineyards,The Ned Pinot Gris,2021,Marlborough,New Zealand,Pinot Gris/ Pinot Grigio,15,S
Marisco Vineyards,The Ned Pinot Noir,2020,Marlborough,New Zealand,Pinot Noir,20,S
Marisco Vineyards,The Ned Rose,2021,Marlborough,New Zealand,Rosé,15,S
Marisco Vineyards,The Ned Sauvignon Blanc,2021,Waihopai Valley|Marlborough,New Zealand,Sauvignon Blanc,15,S
Marisco Vineyards,The King's Favour Sauvignon Blanc,2021,Marlborough,New Zealand,Sauvignon Blanc,18,S
Marqués de Cáceres,Garnacha,2019,DO Cariñena,Spain,Grenache,19,B
Marqués de Cáceres,Excellence White Blend,2018,Rioja,Spain,Spanish / Argentine/ Portugese White Varietals,16,B
Marqués de Cáceres,Tempranillo,2016,Rioja,Spain,Tempranillo,20,B
Marqués de Cáceres,Verdejo,2020,Rueda,Spain,Spanish / Argentine/ Portugese White Varietals,13,GG
Martin Berdugo,Crianza,2018,DO Ribera del Duero,Spain,Tempranillo,18,G
Martin Ranch Winery,Thérèse Vineyards| Signature Selection Cabernet Sauvignon,2017,Santa Cruz Mountains,USA,Cabernet Sauvignon,60,B
Martin Ranch Winery,Thérèse Vineyards Malbec,2018,Santa Clara Valley,USA,Malbec,43,S
Martin Ranch Winery,J.D Hurley Pinot Noir,2018,Central Coast,USA,Pinot Noir,26,S
Martin Ranch Winery,Thérèse Vineyards Pinot Noir,2018,Santa Cruz Mountains,USA,Pinot Noir,48,S
MartinSancho Bodega Y Vinedos,Verdejo,2020,DO Rueda,Spain,Spanish / Argentine/ Portugese White Varietals,20,S
Martín Códax,Albariño,2020,Rias Baixas,Spain,Spanish / Argentine/ Portugese White Varietals,17,B
Maryhill Winery,Proprietor's Reserve Barbera,2018,Columbia Valley,USA,Barbera,50,B
Maryhill Winery,Cabernet Sauvignon,2018,Red Mountain,USA,Cabernet Sauvignon,54,B
Maryhill Winery,Cabernet Sauvignon,2018,Red Mountain,USA,Cabernet Sauvignon,50,B
Maryhill Winery,Cabernet Sauvignon,2018,Horse Heaven Hills,USA,Cabernet Sauvignon,54,B
Maryhill Winery,Proprietor's Reserve Cabernet Sauvignon,2018,Columbia Valley,USA,Cabernet Sauvignon,50,B
Maryhill Winery,Carmenère,2018,Rattlesnake Hills,USA,Carmenère,55,B
Maryhill Winery,Proprietor's Reserve Chardonnay,2020,Columbia Valley,USA,Chardonnay,35,B
Maryhill Winery,Merlot,2018,Columbia Valley,USA,Merlot,25,B
Maryhill Winery,Merlot,2018,Red Mountain,USA,Merlot,50,B
Maryhill Winery,Merlot,2018,Walla Walla Valley,USA,Merlot,50,B
Maryhill Winery,Mourvèdre,2018,Horse Heaven Hills,USA,Mourvèdre,44,B
Maryhill Winery,Muscat Canelli,2019,Columbia Valley,USA,Muscat,18,B
Maryhill Winery,Winemaker's Red Blend,2019,Columbia Valley,USA,Non-Bordeaux Blend<$25,18,B
Maryhill Winery,White Blend,2020,Columbia Valley,USA,Other White Blend .7% or below,18,B
Maryhill Winery,Proprietor's Reserve Grüner Veltliner,2020,Columbia Valley,USA,Other White Varietal .7% or below,28,B
Maryhill Winery,Pinot Grigio,2020,Columbia Valley,USA,Pinot Gris/ Pinot Grigio,20,B
Maryhill Winery,Proprietor's Reserve Pinot Noir,2018,Columbia Valley,USA,Pinot Noir,40,B
Maryhill Winery,Proprietor's Reserve Serendipity Premium Bordeaux Blend,2018,Columbia Valley,USA,Premium Bordeaux Blend >$25,44,B
Maryhill Winery,Proprietor's Reserve Rosso Granato,2018,Columbia Valley,USA,Premium Non- Bordeaux Blends>$25,40,B
Maryhill Winery,Primitivo,2018,Columbia Valley,USA,Primitivo,40,B
Maryhill Winery,Marvell GSM,2018,Rattlesnake Hills,USA,Red Rhône Blend,54,B
Maryhill Winery,Proprietor's Reserve Rosé,2019,Columbia Valley,USA,Rosé,29,B
Maryhill Winery,Proprietor's Reserve Sangiovese,2018,Columbia Valley,USA,Sangiovese,40,B
Maryhill Winery,Sauvignon Blanc,2020,Columbia Valley,USA,Sauvignon Blanc,20,B
Maryhill Winery,Syrah,2018,Columbia Valley,USA,Syrah / Shiraz,28,B
Maryhill Winery,Zinfandel,2018,Columbia Valley,USA,Zinfandel,20,B
Maryhill Winery,Petit Verdot,2018,Horse Heaven Hills,USA,Petit Verdot,44,G
Maryhill Winery,Proprietor's Reserve Zinfandel,2018,Columbia Valley,USA,Zinfandel,48,G
Maryhill Winery,Proprietor's Reserve Chenin Blanc,2020,Columbia Valley,USA,Chenin Blanc .7% or below,28,GG
Maryhill Winery,Cabernet Franc,2018,Columbia Valley,USA,Cabernet Franc,28,S
Maryhill Winery,Proprietor's Reserve Cabernet Franc,2018,Columbia Valley,USA,Cabernet Franc,42,S
Maryhill Winery,Cabernet Sauvignon,2018,Rattlesnake Hills,USA,Cabernet Sauvignon,50,S
Maryhill Winery,Cabernet Sauvignon,2018,Wahluke Slope,USA,Cabernet Sauvignon,50,S
Maryhill Winery,Dolcetto,2018,Columbia Valley,USA,Dolcetto,54,S
Maryhill Winery,Proprietor's Reserve Grenache,2018,Columbia Valley,USA,Grenache,46,S
Maryhill Winery,Malbec,2018,Columbia Valley,USA,Malbec,28,S
Maryhill Winery,Proprietor's Reserve Malbec,2018,Columbia Valley,USA,Malbec,42,S
Maryhill Winery,Merlot,2018,Horse Heaven Hills,USA,Merlot,48,S
Maryhill Winery,Proprietor's Reserve Merlot,2018,Columbia Valley,USA,Merlot,40,S
Maryhill Winery,Proprietor's Reserve Port,2016,Columbia Valley,USA,Other Port,40,S
Maryhill Winery,Cinsault,2018,Horse Heaven Hills,USA,Other Rhône Varietal,54,S
Maryhill Winery,Petite Sirah,2018,Red Mountain,USA,Petite Sirah,48,S
Maryhill Winery,Sangiovese,2018,Columbia Valley,USA,Sangiovese,28,S
Maryhill Winery,Proprietor's Reserve Tavolo Rosso,2018,Columbia Valley,USA,Sangiovese Blend,40,S
Maryhill Winery,Semillon,2020,Columbia Valley,USA,Semillon,16,S
Maryhill Winery,Proprietor's Reserve Albariño,2020,Columbia Valley,USA,Spanish / Argentine/ Portugese White Varietals,25,S
Maryhill Winery,Syrah,2018,Walla Walla Valley,USa,Syrah / Shiraz,50,S
Maryhill Winery,Syrah,2018,Horse Heaven Hills,USA,Syrah / Shiraz,48,S
Maryhill Winery,Syrah,2018,Wahluke Slope,USA,Syrah / Shiraz,48,S
Maryhill Winery,Proprietor's Reserve Syrah,2018,Columbia Valley,USA,Syrah / Shiraz,44,S
Maryhill Winery,Tempranillo,2018,Columbia Valley,USA,Tempranillo,50,S
Maryhill Winery,Rosé of Sangiovese,2020,Columbia Valley,USA,Varietal Rosé,20,S
Maryhill Winery,Viognier,2020,Columbia Valley,USA,Viognier,20,S
Mathis Wine,Estate Single Vineyard Grenache,2018,Sonoma Valley,USA,Grenache,32,B
Mathis Wine,Estate Single Vineyard Red Blend,2018,Sonoma Valley,USA,Premium Non- Bordeaux Blends>$25,35,S
Maui,Sauvignon Blanc,2021,North Canterbury,New Zealand,Sauvignon Blanc,14,B
Mazuran's Vineyards,The Governor's Cellar Chardonnay,2020,Gisborne,New Zealand,Chardonnay,29,B
Mazuran's Vineyards,The Governor's Cellar Merlot,2018,Hawkes Bay,New Zealand,Merlot,29,G
Mazuran's Vineyards,The Governor's Cellar Pinot Noir,2018,Wairarapa,New Zealand,Pinot Noir,29,S
Mazuran's Vineyards,The Governor's Cellar Cabernet Sauvignon Merlot,2017,Hawkes Bay,New Zealand,Premium Bordeaux Blend >$25,29,S
Mcilroy,Single Vineyard Old Vine Zinfandel,2019,Dry Creek Valley,USA,Zinfandel,40,B
Mcilroy,Chardonnay,2020,Russian River Valley,USA,Chardonnay,28,S
Mcilroy,Single Vineyard Pinot Noir,2019,Russian River Valley,USA,Pinot Noir,42,S
McManis Family Vineyards,Estate Grown Certified Sustainable Merlot,2020,Lodi,USA,Merlot,12,B
McManis Family Vineyards,Estate Grown Certified Sustainable Petite Sirah,2020,Lodi,USA,Petite Sirah,12,B
McManis Family Vineyards,Estate Grown Certified Sustainable Pinot Noir,2020,Lodi,USA,Pinot Noir,12,B
McManis Family Vineyards,Estate Grown Certified Sustainable Cabernet Sauvignon,2020,Lodi,USA,Cabernet Sauvignon,12,G
McManis Family Vineyards,Estate Grown Certified Sustainable Barbera,2020,California,USA,Barbera,12,S
McManis Family Vineyards,Estate Grown Certified Sustainable Chardonnay,2020,River Junction,USA,Chardonnay,12,S
McManis Family Vineyards,Certified Sustainable North Forty Red Wine,2020,Lodi,USA,Non-Bordeaux Blend<$25,20,S
McManis Family Vineyards,Estate Grown Certified Sustainable Pinot Grigio,2020,River Junction,USA,Pinot Gris/ Pinot Grigio,12,S
McManis Family Vineyards,Estate Grown Certified Sustainable Viognier,2020,River Junction,USA,Viognier,12,S
McManis Family Vineyards,Estate Grown Certified Sustainable Zinfandel,2020,Lodi,USA,Zinfandel,12,S
McWilliams,660 Reserve Chardonnay,2018,Tumbarumba,Australia,Chardonnay,22,B
McWilliams,1877 Shiraz,2018,Hilltops,Australia,Syrah / Shiraz,80,B
McWilliams,Alternis Nero D'Avola,2021,Riverina,Australia,Other Italian Reds,22,G
McWilliams,660 Reserve Cabernet Sauvignon,2019,Hilltops,Australia,Cabernet Sauvignon,22,S
McWilliams,660 Reserve Syrah,2019,Canberra,Australia,Syrah / Shiraz,22,S
McWilliams,660 Reserve Shiraz,2018,Hilltops,Australia,Syrah / Shiraz,22,S
Melrose Vineyards,Estate Grown Chardonnay,2018,Umpqua Valley,USA,Chardonnay,25,G
Melrose Vineyards,Estate Grown Syrah,2015,Umpqua Valley,USA,Syrah / Shiraz,20,S
Messina Hof Winery,GSM,2019,Texas High Plains,USA,Red Rhône Blend,18,B
Messina Hof Winery,Private Reserve Viognier,2020,Texas High Plains,USA,Viognier,19,B
Messina Hof Winery,Paulo| Limited Edition Sagrantino,2018,Texas,USA,Other Italian Reds,60,GG
Messina Hof Winery,Artist Series Sangiovese,2019,Texas High Plains,USA,Sangiovese,15,S
Mettler Family Vineyards,Estate Epicenter Zinfandel,2019,Lodi,USA,Zinfandel,25,G
